year,min,mean,median,max,std,valid_count,total_pixels,coverage_pct,note
2024,0.0,0.5948783159255981,0.6000000238418579,1.0,0.27300965785980225,763088,1136655,67.1345307063269,"P clamped to [0,1], AOI+DEM nodata applied"
