year,min,mean,median,max,std,valid_count,total_pixels,coverage_pct,note
2025,0.0,0.5868149995803833,0.6000000238418579,1.0,0.27271944284439087,763088,1136655,67.1345307063269,"P clamped to [0,1], AOI+DEM nodata applied"
