count,min,p05,p25,median,p75,p95,max,mean,std
764277,0.0004551397287286818,0.003960483148694039,0.014576463028788567,0.04143417254090309,0.158175989985466,0.6667994618415827,3.808004140853882,0.14532847555570205,0.23980960313099628
